,,,1753138800762,,2,,522,Project Name,,0,,,"5,221.50",1502,,,,,,,,,,,,,,,,
https://www.kickstarter.com/projects/drzeropresents/dr-zero-presents-wee-bit-twisted-four-five/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9591660#9591660,,https://www.kicktraq.com/projects/drzeropresents/dr-zero-presents-wee-bit-twisted-four-five/,5E,,,"Dr. Zero Presents: Wee Bit Twisted, Four (Five)!",March 29 2023,Y,USD,260.00,1,Not Funded,N,N,N,$260,57.00%,Ended,0,1707436215395,February 27 2023,Zine for the Casual RPGer Featuring the 5e Module Oneshot: Meriodnali Ghost Run--you've never run this kind of race before,https://ksr-ugc.imgix.net/assets/039/908/856/8fd557d41fecc50d4dbc12afc6731ff5_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1675990483&auto=format&frame=1&q=92&s=d42907d68bc524d722f41198ce327c8f,"[size=14][b][url=https://www.kickstarter.com/projects/drzeropresents/dr-zero-presents-wee-bit-twisted-four-five/?ref=kicktraq]Dr. Zero Presents: Wee Bit Twisted, Four (Five)![/url][/b][/size][q]Zine for the Casual RPGer Featuring the 5e Module Oneshot: Meriodnali Ghost Run--you've never run this kind of race before[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/908/856/8fd557d41fecc50d4dbc12afc6731ff5_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1675990483&auto=format&frame=1&q=92&s=d42907d68bc524d722f41198ce327c8f[/inlineimg][/floatleft][b]Deadline:[/b]03-29-2023[url=https://www.kicktraq.com/projects/drzeropresents/dr-zero-presents-wee-bit-twisted-four-five/][IMG]https://www.kicktraq.com/projects/drzeropresents/dr-zero-presents-wee-bit-twisted-four-five//minichart.png[/IMG][/url]",,456.1403509,,,
https://www.kickstarter.com/projects/101subclasses/101-subclasses-first-folio-make-100?ref=discovery_category_newest,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9511861#item9511861,,https://www.kicktraq.com/projects/101subclasses/101-subclasses-first-folio-make-100/,5E,,,101 Subclasses - First Folio // Make 100,March 30 2023,Y,USD,"3,822.00",1,"3,822.00",Y,N,Y,"$3,822",152.00%,Ended,3822,1707436215401,January 29 2023,A booklet of 12 refreshing subclasses for Dungeons and Dragons 5e with tips and tricks for making balanced and flavorful homebrew.,https://ksr-ugc.imgix.net/assets/039/770/964/23cd866c690df91952be98e8127ed859_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674755851&auto=format&frame=1&q=92&s=a4d4dcf397b747423931b3c2b194c307,[size=14][b][url=https://www.kickstarter.com/projects/101subclasses/101-subclasses-first-folio-make-100?ref=discovery_category_newest]101 Subclasses - First Folio // Make 100[/url][/b][/size][q]A booklet of 12 refreshing subclasses for Dungeons and Dragons 5e with tips and tricks for making balanced and flavorful homebrew.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/770/964/23cd866c690df91952be98e8127ed859_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674755851&auto=format&frame=1&q=92&s=a4d4dcf397b747423931b3c2b194c307[/inlineimg][/floatleft][b]Deadline:[/b]03-30-2023[url=https://www.kicktraq.com/projects/101subclasses/101-subclasses-first-folio-make-100/][IMG]https://www.kicktraq.com/projects/101subclasses/101-subclasses-first-folio-make-100//minichart.png[/IMG][/url],"$2,514.47",,"3,822.00",,
https://www.kickstarter.com/projects/catilus/orelyns-opus-of-outstanding-objects-by-catilus/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9595254#9595254,,https://www.kicktraq.com/projects/catilus/orelyns-opus-of-outstanding-objects-by-catilus/,5E,,,"Orelyn's Opus of Outstanding Objects, by Catilus",March 30 2023,Y,EUR,"23,378.00",1.09049,"25,493.48",Y,N,Y,"€23,378",935.00%,Ended,25493.48,1707436215402,February 28 2023,"A Collection of Magic Items for 5E – Treasure of All Rarities, Lore, Illustrations, New Mechanics, and More",https://ksr-ugc.imgix.net/assets/039/844/665/a5ed6ea94fa2e951a437ea5532b3161d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1675429705&auto=format&frame=1&q=92&s=0c44c3d0b0e46d380896f5dea7b8010a,"[size=14][b][url=https://www.kickstarter.com/projects/catilus/orelyns-opus-of-outstanding-objects-by-catilus/?ref=kicktraq]Orelyn's Opus of Outstanding Objects, by Catilus[/url][/b][/size][q]A Collection of Magic Items for 5E – Treasure of All Rarities, Lore, Illustrations, New Mechanics, and More[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/844/665/a5ed6ea94fa2e951a437ea5532b3161d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1675429705&auto=format&frame=1&q=92&s=0c44c3d0b0e46d380896f5dea7b8010a[/inlineimg][/floatleft][b]Deadline:[/b]03-30-2023[url=https://www.kicktraq.com/projects/catilus/orelyns-opus-of-outstanding-objects-by-catilus/][IMG]https://www.kicktraq.com/projects/catilus/orelyns-opus-of-outstanding-objects-by-catilus//minichart.png[/IMG][/url]","$2,726.57",,"25,493.48",,
https://www.kickstarter.com/projects/yargsguide/phaylens-journal-of-extraordinary-items-for-5e/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9595221#9595221,,https://www.kicktraq.com/projects/yargsguide/phaylens-journal-of-extraordinary-items-for-5e/,5E,,,Phaylen's Journal of Extraordinary Items for 5E,March 30 2023,Y,USD,"67,605.00",1,"67,605.00",Y,N,Y,"$67,605",676.00%,Ended,67605,1707436215402,February 28 2023,"Crafting for your 5E RPG campaign! Craft over 100 new magic items from unique components, and hone your skills with expanded tools.",https://ksr-ugc.imgix.net/assets/039/750/771/492bb9575d979d0cdd2ee3421e0dde7d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674574688&auto=format&frame=1&q=92&s=97e03c9edd664b22afb558431c47e94a,"[size=14][b][url=https://www.kickstarter.com/projects/yargsguide/phaylens-journal-of-extraordinary-items-for-5e/?ref=kicktraq]Phaylen's Journal of Extraordinary Items for 5E[/url][/b][/size][q]Crafting for your 5E RPG campaign! Craft over 100 new magic items from unique components, and hone your skills with expanded tools.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/750/771/492bb9575d979d0cdd2ee3421e0dde7d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674574688&auto=format&frame=1&q=92&s=97e03c9edd664b22afb558431c47e94a[/inlineimg][/floatleft][b]Deadline:[/b]03-30-2023[url=https://www.kicktraq.com/projects/yargsguide/phaylens-journal-of-extraordinary-items-for-5e/][IMG]https://www.kicktraq.com/projects/yargsguide/phaylens-journal-of-extraordinary-items-for-5e//minichart.png[/IMG][/url]","$10,000.74",,"67,605.00",,
https://www.kickstarter.com/projects/crossedpaths/akeroth/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9589083#9589083,,https://www.kicktraq.com/projects/crossedpaths/akeroth/,5E,https://rpggeek.com/rpg/56973/pathfinder-2e-compatible-product,,Akeroth: Campaign Setting Sourcebook (5e & PF2e compatible),March 31 2023,Y,GBP,"2,152.00",1.20283,Not Funded,N,Y,N,"£2,152",21.00%,Cancelled,0,1707436215409,February 23 2023,"A comprehensive guide to the mystical realms of Akeroth. Packed with new locations, a pantheon of broken gods & secrets of the realm.",https://ksr-ugc.imgix.net/assets/040/051/049/54a8aa380b6a20127d7ba11ffd9ae18b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677264322&auto=format&frame=1&q=92&s=f9c2ba10e9d4698a89689f107cec1877,"[size=14][b][url=https://www.kickstarter.com/projects/crossedpaths/akeroth/?ref=kicktraq]Akeroth: Campaign Setting Sourcebook (5e & PF2e compatible)[/url][/b][/size][q]A comprehensive guide to the mystical realms of Akeroth. Packed with new locations, a pantheon of broken gods & secrets of the realm.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/051/049/54a8aa380b6a20127d7ba11ffd9ae18b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677264322&auto=format&frame=1&q=92&s=f9c2ba10e9d4698a89689f107cec1877[/inlineimg][/floatleft][b]Deadline:[/b]03-31-2023[url=https://www.kicktraq.com/projects/crossedpaths/akeroth/][IMG]https://www.kicktraq.com/projects/crossedpaths/akeroth//minichart.png[/IMG][/url]",,12326.14362,,,
https://www.kickstarter.com/projects/ardann/1-one-shot-miasma-over-murvsmire/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9598966#9598966,,https://www.kicktraq.com/projects/ardann/1-one-shot-miasma-over-murvsmire/,5E,,,€1 One Shot: Miasma over Murvsmire,March 31 2023,Y,EUR,"3,143.00",1.084135,"3,407.44",Y,N,Y,"€3,143",6286.00%,Ended,3407.44,1707436215410,March 1 2023,5e Compatible Mystery Adventure,https://ksr-ugc.imgix.net/assets/039/974/829/8247d6a312f068648e3d3273ae908a64_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676585466&auto=format&frame=1&q=92&s=130a7b9bb2c64daed508b6f1bd1ec05d,[size=14][b][url=https://www.kickstarter.com/projects/ardann/1-one-shot-miasma-over-murvsmire/?ref=kicktraq]€1 One Shot: Miasma over Murvsmire[/url][/b][/size][q]5e Compatible Mystery Adventure[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/974/829/8247d6a312f068648e3d3273ae908a64_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676585466&auto=format&frame=1&q=92&s=130a7b9bb2c64daed508b6f1bd1ec05d[/inlineimg][/floatleft][b]Deadline:[/b]03-31-2023[url=https://www.kicktraq.com/projects/ardann/1-one-shot-miasma-over-murvsmire/][IMG]https://www.kicktraq.com/projects/ardann/1-one-shot-miasma-over-murvsmire//minichart.png[/IMG][/url],$54.21,,"3,407.44",,
https://www.kickstarter.com/projects/slyflourish/the-lazy-dms-forge-of-foes-for-5e/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9598953#9598953,,https://www.kicktraq.com/projects/slyflourish/the-lazy-dms-forge-of-foes-for-5e/,5E,,,The Lazy DM's Forge of Foes for 5e,March 31 2023,Y,USD,"289,533.00",1,"289,533.00",Y,N,Y,"$289,533",965.00%,Ended,289533,1707436215411,March 1 2023,"Tools and guides to build, customize, and run fantastic monsters in your 5e fantasy games.",https://ksr-ugc.imgix.net/assets/040/008/308/911af3d519852e958e2a9b4dc300668f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676933942&auto=format&frame=1&q=92&s=0af714d83619dfb2942f777783c6d27b,"[size=14][b][url=https://www.kickstarter.com/projects/slyflourish/the-lazy-dms-forge-of-foes-for-5e/?ref=kicktraq]The Lazy DM's Forge of Foes for 5e[/url][/b][/size][q]Tools and guides to build, customize, and run fantastic monsters in your 5e fantasy games.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/008/308/911af3d519852e958e2a9b4dc300668f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676933942&auto=format&frame=1&q=92&s=0af714d83619dfb2942f777783c6d27b[/inlineimg][/floatleft][b]Deadline:[/b]03-31-2023[url=https://www.kicktraq.com/projects/slyflourish/the-lazy-dms-forge-of-foes-for-5e/][IMG]https://www.kicktraq.com/projects/slyflourish/the-lazy-dms-forge-of-foes-for-5e//minichart.png[/IMG][/url]","$30,003.42",,"289,533.00",,
https://www.kickstarter.com/projects/sapphyra/records-of-eashes-tamiri/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9598978#9598978,,https://www.kicktraq.com/projects/sapphyra/records-of-eashes-tamiri/,5E,,,Records of Eashes: Tamiri,April 1 2023,Y,EUR,"5,590.00",1.08705,"6,076.61",Y,N,Y,"€5,590",124.00%,Ended,6076.61,1707436215420,March 2 2023,"An egyptian themed adventure & setting for 5e. Explore ancient ruins, survive the desert and find a weapon that can shape the world",https://ksr-ugc.imgix.net/assets/039/650/657/9f22704aedc22b8db6285ff72bbad810_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673519613&auto=format&frame=1&q=92&s=146c662cf30929447d8bc09ab5c2e700,"[size=14][b][url=https://www.kickstarter.com/projects/sapphyra/records-of-eashes-tamiri/?ref=kicktraq]Records of Eashes: Tamiri[/url][/b][/size][q]An egyptian themed adventure & setting for 5e. Explore ancient ruins, survive the desert and find a weapon that can shape the world[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/650/657/9f22704aedc22b8db6285ff72bbad810_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673519613&auto=format&frame=1&q=92&s=146c662cf30929447d8bc09ab5c2e700[/inlineimg][/floatleft][b]Deadline:[/b]04-01-2023[url=https://www.kicktraq.com/projects/sapphyra/records-of-eashes-tamiri/][IMG]https://www.kicktraq.com/projects/sapphyra/records-of-eashes-tamiri//minichart.png[/IMG][/url]","$4,900.49",,"6,076.61",,
https://www.kickstarter.com/projects/secondclasselitist/secrets-of-the-sylvera-academy-40-5e-spells/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9601315#9601315,,https://www.kicktraq.com/projects/secondclasselitist/secrets-of-the-sylvera-academy-40-5e-spells/,5E,,,Secrets of the Sylvera Academy: 40 D&D 5E Spells!,April 1 2023,Y,USD,"2,690.00",1,"2,690.00",Y,N,Y,"$2,690",538.00%,Ended,2690,1707436215421,March 3 2023,"The Secrets of the Sylvera Academy is a 5E Compatible source for new spells with new art, fiction, & FORTY NEW SPELLS levels C to 9",https://ksr-ugc.imgix.net/assets/039/985/414/7fce8191ff8e5f245cfc70b7d49329b8_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676682504&auto=format&frame=1&q=92&s=c351fb5b7fdc81f74cc1fe64c1a6319e,"[size=14][b][url=https://www.kickstarter.com/projects/secondclasselitist/secrets-of-the-sylvera-academy-40-5e-spells/?ref=kicktraq]Secrets of the Sylvera Academy: 40 D&D 5E Spells![/url][/b][/size][q]The Secrets of the Sylvera Academy is a 5E Compatible source for new spells with new art, fiction, & FORTY NEW SPELLS levels C to 9[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/985/414/7fce8191ff8e5f245cfc70b7d49329b8_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676682504&auto=format&frame=1&q=92&s=c351fb5b7fdc81f74cc1fe64c1a6319e[/inlineimg][/floatleft][b]Deadline:[/b]04-01-2023[url=https://www.kicktraq.com/projects/secondclasselitist/secrets-of-the-sylvera-academy-40-5e-spells/][IMG]https://www.kicktraq.com/projects/secondclasselitist/secrets-of-the-sylvera-academy-40-5e-spells//minichart.png[/IMG][/url]",$500.00,,"2,690.00",,
https://www.kickstarter.com/projects/calltoadventure/critical-codex/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9577271#9577271,,https://www.kicktraq.com/projects/calltoadventure/critical-codex/,5E,,,Critical Codex,April 4 2023,Y,USD,"14,491.00",1,"14,491.00",Y,N,Y,"$14,491",724.00%,Ended,14491,1707436215427,February 18 2023,Cinematic Successes & Failures to Intensify your Game,https://ksr-ugc.imgix.net/assets/039/715/673/9ca3b7a14540ca5031d2a2907a3446e8_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674175138&auto=format&frame=1&q=92&s=de499f846a6be3601beddda1d12220fc,[size=14][b][url=https://www.kickstarter.com/projects/calltoadventure/critical-codex/?ref=kicktraq]Critical Codex[/url][/b][/size][q]Cinematic Successes & Failures to Intensify your Game[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/715/673/9ca3b7a14540ca5031d2a2907a3446e8_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674175138&auto=format&frame=1&q=92&s=de499f846a6be3601beddda1d12220fc[/inlineimg][/floatleft][b]Deadline:[/b]04-04-2023[url=https://www.kicktraq.com/projects/calltoadventure/critical-codex/][IMG]https://www.kicktraq.com/projects/calltoadventure/critical-codex//minichart.png[/IMG][/url],"$2,001.52",,"14,491.00",,
https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-two-more-1-one-shots/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9660183#9660183,,https://www.kicktraq.com/projects/laidbackdm/shotglass-adventures-two-more-1-one-shots/,5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Shotglass Adventures: TWO MORE $1 ONE-SHOTS!,April 5 2023,Y,AUD,"2,099.00",0.67189,"1,410.30",Y,N,Y,"$2,099 AUD",419.00%,Ended,1410.3,1707436215431,March 28 2023,"Two More All-On-A-Page One-Shot PDFs for DnD 5e & OSE / OSR TTRPGs, With 5e/1e Monster Stats & Grid/Grid-less Maps! 8 DAYS ONLY!",https://ksr-ugc.imgix.net/assets/040/366/459/09ac19b06c1819952f232891501e872c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1679730395&auto=format&frame=1&q=92&s=6ba9290188dca908360342868d51dd9e,"[size=14][b][url=https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-two-more-1-one-shots/?ref=kicktraq]Shotglass Adventures: TWO MORE $1 ONE-SHOTS![/url][/b][/size][q]Two More All-On-A-Page One-Shot PDFs for DnD 5e & OSE / OSR TTRPGs, With 5e/1e Monster Stats & Grid/Grid-less Maps! 8 DAYS ONLY![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/366/459/09ac19b06c1819952f232891501e872c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1679730395&auto=format&frame=1&q=92&s=6ba9290188dca908360342868d51dd9e[/inlineimg][/floatleft][b]Deadline:[/b]04-05-2023[url=https://www.kicktraq.com/projects/laidbackdm/shotglass-adventures-two-more-1-one-shots/][IMG]https://www.kicktraq.com/projects/laidbackdm/shotglass-adventures-two-more-1-one-shots//minichart.png[/IMG][/url]",$336.59,,"1,410.30",1,
https://www.kickstarter.com/projects/rocketpiggames/attack-of-the-castle-mimic/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9601318#9601318,,https://www.kicktraq.com/projects/rocketpiggames/attack-of-the-castle-mimic/,5E,,,Attack of the Castle Mimic,April 5 2023,Y,USD,"17,611.00",1,"17,611.00",Y,N,Y,"$17,611",17610.00%,Ended,17611,1707436215430,March 3 2023,An epic printable/playable monstrous terrain set with a 5e PDF adventure for your table top games!,https://ksr-ugc.imgix.net/assets/040/089/302/9142b94db00a282187107e2dd84907b4_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677613782&auto=format&frame=1&q=92&s=d47ed986602de4019fa447520876db83,[size=14][b][url=https://www.kickstarter.com/projects/rocketpiggames/attack-of-the-castle-mimic/?ref=kicktraq]Attack of the Castle Mimic[/url][/b][/size][q]An epic printable/playable monstrous terrain set with a 5e PDF adventure for your table top games![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/089/302/9142b94db00a282187107e2dd84907b4_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677613782&auto=format&frame=1&q=92&s=d47ed986602de4019fa447520876db83[/inlineimg][/floatleft][b]Deadline:[/b]04-05-2023[url=https://www.kicktraq.com/projects/rocketpiggames/attack-of-the-castle-mimic/][IMG]https://www.kicktraq.com/projects/rocketpiggames/attack-of-the-castle-mimic//minichart.png[/IMG][/url],$100.01,,"17,611.00",,
https://www.kickstarter.com/projects/warlockdnd/secrets-of-myst-5e/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9609869#9609869,,https://www.kicktraq.com/projects/warlockdnd/secrets-of-myst-5e/,5E,,,Secrets of Myst: An Anime Inspired 5e Supplement,April 5 2023,Y,USD,"4,923.00",1,"4,923.00",Y,N,Y,"$4,923",378.00%,Ended,4923,1707436215430,March 6 2023,"A D&D fifth edition supplement with an anime twist introducing a new classes, new patron, and mechanics to give your games anime flair.",https://ksr-ugc.imgix.net/assets/040/151/921/f087f97c5473406e4deedaf1fe872f80_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1678145721&auto=format&frame=1&q=92&s=17edfceb316c8feaf38b7910feb959f4,"[size=14][b][url=https://www.kickstarter.com/projects/warlockdnd/secrets-of-myst-5e/?ref=kicktraq]Secrets of Myst: An Anime Inspired 5e Supplement[/url][/b][/size][q]A D&D fifth edition supplement with an anime twist introducing a new classes, new patron, and mechanics to give your games anime flair.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/151/921/f087f97c5473406e4deedaf1fe872f80_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1678145721&auto=format&frame=1&q=92&s=17edfceb316c8feaf38b7910feb959f4[/inlineimg][/floatleft][b]Deadline:[/b]04-05-2023[url=https://www.kicktraq.com/projects/warlockdnd/secrets-of-myst-5e/][IMG]https://www.kicktraq.com/projects/warlockdnd/secrets-of-myst-5e//minichart.png[/IMG][/url]","$1,302.38",,"4,923.00",,
https://www.kickstarter.com/projects/gearwheelgrimoires/ars-mechanica-the-labyrinth-of-brass-5-e-supplement/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9612704#9612704,,https://www.kicktraq.com/projects/gearwheelgrimoires/ars-mechanica-the-labyrinth-of-brass-5-e-supplement/,5E,,,Ars Mechanica - The Labyrinth of Brass - 5 E supplement,April 6 2023,Y,EUR,"5,609.00",1.091875,"6,124.33",Y,N,Y,"€5,609",11210.00%,Ended,6124.33,1707436215436,March 7 2023,Explore the Labyrinth of Brass with your party in this amazing steampunk D&D supplement for any fan of TTRPG like DnD and else !,https://ksr-ugc.imgix.net/assets/040/054/737/2e84e42fc50c8f3ca89d89030e709503_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677298323&auto=format&frame=1&q=92&s=35acdae91f0591d01fd617e83a41af87,[size=14][b][url=https://www.kickstarter.com/projects/gearwheelgrimoires/ars-mechanica-the-labyrinth-of-brass-5-e-supplement/?ref=kicktraq]Ars Mechanica - The Labyrinth of Brass - 5 E supplement[/url][/b][/size][q]Explore the Labyrinth of Brass with your party in this amazing steampunk D&D supplement for any fan of TTRPG like DnD and else ![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/054/737/2e84e42fc50c8f3ca89d89030e709503_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677298323&auto=format&frame=1&q=92&s=35acdae91f0591d01fd617e83a41af87[/inlineimg][/floatleft][b]Deadline:[/b]04-06-2023[url=https://www.kicktraq.com/projects/gearwheelgrimoires/ars-mechanica-the-labyrinth-of-brass-5-e-supplement/][IMG]https://www.kicktraq.com/projects/gearwheelgrimoires/ars-mechanica-the-labyrinth-of-brass-5-e-supplement//minichart.png[/IMG][/url],$54.63,,"6,124.33",,
