,,,1754522970792,,,,,,,,,,,,,,,,,,,2025-10-24,,,,,,,,
https://www.kickstarter.com/projects/triex/how-to-roleplay-a-guide/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10559823#10559823,,https://kicktraq.com/projects/triex/how-to-roleplay-a-guide/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,How to Roleplay: a guide,March 2 2024,Y,EUR,502.00,1.08545,544.90,Y,N,Y,€502,250.00%,Ended,544.9,1739812326131,February 16 2024,A collection of techniques and tips to tackle the roleplay part of roleplaying games,https://ksr-ugc.imgix.net/assets/043/968/103/35edfab3f1f0f35639ba4f74318d9f27_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1707649141&auto=format&frame=1&q=92&s=e26071538bbc6783ce35848bb89b1d97,[size=14][b][url=https://www.kickstarter.com/projects/triex/how-to-roleplay-a-guide/?ref=kicktraq]How to Roleplay: a guide[/url][/b][/size][q]A collection of techniques and tips to tackle the roleplay part of roleplaying games[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/968/103/35edfab3f1f0f35639ba4f74318d9f27_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1707649141&auto=format&frame=1&q=92&s=e26071538bbc6783ce35848bb89b1d97[/inlineimg][/floatleft][b]Deadline:[/b]03-02-2024[url=https://kicktraq.com/projects/triex/how-to-roleplay-a-guide/][IMG]https://kicktraq.com/projects/triex/how-to-roleplay-a-guide//minichart.png[/IMG][/url],$217.96,,544.90,,
https://www.kickstarter.com/projects/shatterscape/shatterscape-how-to-build-and-play-a-roleplaying-game/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10691071#10691071,,https://kicktraq.com/projects/shatterscape/shatterscape-how-to-build-and-play-a-roleplaying-game/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Shatterscape,June 4 2024,Y,USD,453.00,1,Not Funded,N,Y,N,$453,2.00%,Cancelled,0,1739812326411,April 5 2024,How to build and play a roleplaying game,https://i.kickstarter.com/assets/044/418/117/2b048e6688bc47f18b12ae50bae959c9_original.gif?anim=false&fit=crop&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=E91UVEI%2FqBx7tv8BVVRI4KNnD0z39eQru4qkRh5SkXo%3D,[size=14][b][url=https://www.kickstarter.com/projects/shatterscape/shatterscape-how-to-build-and-play-a-roleplaying-game/?ref=kicktraq]Shatterscape[/url][/b][/size][q]How to build and play a roleplaying game[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/418/117/2b048e6688bc47f18b12ae50bae959c9_original.gif?anim=false&fit=crop&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=E91UVEI%2FqBx7tv8BVVRI4KNnD0z39eQru4qkRh5SkXo%3D[/inlineimg][/floatleft][b]Deadline:[/b]06-04-2024[url=https://kicktraq.com/projects/shatterscape/shatterscape-how-to-build-and-play-a-roleplaying-game/][IMG]https://kicktraq.com/projects/shatterscape/shatterscape-how-to-build-and-play-a-roleplaying-game//minichart.png[/IMG][/url],,22650,,,
https://www.kickstarter.com/projects/252728880/inscapes-how-the-worlds-we-make-make-us-who-we-are/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10897564#10897564,,https://kicktraq.com/projects/252728880/inscapes-how-the-worlds-we-make-make-us-who-we-are/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Inscapes: How the Worlds We Make Make Us Who We Are,July 23 2024,Y,USD,"4,969.00",1,"4,969.00",Y,N,Y,"$4,969",261.00%,Ended,4969,1739812326555,July 9 2024,A zine of insights from my play of immersive journaling games. What happens when worlds take hold in us? What makes us real?,https://i.kickstarter.com/assets/045/474/910/df7617333ad5bdb572e7e5636759a149_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=QqLfoQb1rLqJt3G1z9MlcwbjzzDqKjh3T9QBlskAl4A%3D,[size=14][b][url=https://www.kickstarter.com/projects/252728880/inscapes-how-the-worlds-we-make-make-us-who-we-are/?ref=kicktraq]Inscapes: How the Worlds We Make Make Us Who We Are[/url][/b][/size][q]A zine of insights from my play of immersive journaling games. What happens when worlds take hold in us? What makes us real?[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/474/910/df7617333ad5bdb572e7e5636759a149_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=QqLfoQb1rLqJt3G1z9MlcwbjzzDqKjh3T9QBlskAl4A%3D[/inlineimg][/floatleft][b]Deadline:[/b]07-23-2024[url=https://kicktraq.com/projects/252728880/inscapes-how-the-worlds-we-make-make-us-who-we-are/][IMG]https://kicktraq.com/projects/252728880/inscapes-how-the-worlds-we-make-make-us-who-we-are//minichart.png[/IMG][/url],"$1,903.83",,"4,969.00",,
https://www.kickstarter.com/projects/vengersatanis/primordial-chaos-gonzo-like-a-fucking-boss/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10970465#10970465,,https://kicktraq.com/projects/vengersatanis/primordial-chaos-gonzo-like-a-fucking-boss/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Primordial Chaos: Gonzo Like A Fucking Boss,September 5 2024,Y,USD,"7,377.00",1,"7,377.00",Y,N,Y,"$7,377",147.00%,Ended,7377,1739812326670,August 6 2024,"Venger Satanis leads you by the tentacle, showing you how to make your gaming more gonzo and accessible for novices and veterans alike.",https://i.kickstarter.com/assets/045/980/773/d27efa51eb9ad7bbe1d771b8e652cbb1_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=qOihGO%2Blui%2FjwMjxqrXf73%2Bxifpqk8u9ie%2BwW6ac2Cs%3D,"[size=14][b][url=https://www.kickstarter.com/projects/vengersatanis/primordial-chaos-gonzo-like-a-fucking-boss/?ref=kicktraq]Primordial Chaos: Gonzo Like A Fucking Boss[/url][/b][/size][q]Venger Satanis leads you by the tentacle, showing you how to make your gaming more gonzo and accessible for novices and veterans alike.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/980/773/d27efa51eb9ad7bbe1d771b8e652cbb1_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=qOihGO%2Blui%2FjwMjxqrXf73%2Bxifpqk8u9ie%2BwW6ac2Cs%3D[/inlineimg][/floatleft][b]Deadline:[/b]09-05-2024[url=https://kicktraq.com/projects/vengersatanis/primordial-chaos-gonzo-like-a-fucking-boss/][IMG]https://kicktraq.com/projects/vengersatanis/primordial-chaos-gonzo-like-a-fucking-boss//minichart.png[/IMG][/url]","$5,018.37",,"7,377.00",,
https://www.kickstarter.com/projects/grm/adventures-in-teaching-and-learning-with-ttrpgs/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11185616#11185616,,https://kicktraq.com/projects/grm/adventures-in-teaching-and-learning-with-ttrpgs/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Adventures in Teaching and Learning with TTRPGs:,November 14 2024,Y,USD,"81,493.00",1,"81,493.00",Y,N,Y,"$81,493",1381.00%,Ended,81493,1739812326862,October 15 2024,"A Compendium of Enlightening Design Resources, Essays, and Modules for GM's Looking to Level-up Their Applied TTRPG Skills",https://i.kickstarter.com/assets/045/193/265/395a3906014d2feadb32bfe1354071a5_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=h4efI8KCVaMAp%2Ba%2B0vOFACWx6N4x4AQ4Xj0D3qtkZ5s%3D,"[size=14][b][url=https://www.kickstarter.com/projects/grm/adventures-in-teaching-and-learning-with-ttrpgs/?ref=kicktraq]Adventures in Teaching and Learning with TTRPGs:[/url][/b][/size][q]A Compendium of Enlightening Design Resources, Essays, and Modules for GM's Looking to Level-up Their Applied TTRPG Skills[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/193/265/395a3906014d2feadb32bfe1354071a5_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=h4efI8KCVaMAp%2Ba%2B0vOFACWx6N4x4AQ4Xj0D3qtkZ5s%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-14-2024[url=https://kicktraq.com/projects/grm/adventures-in-teaching-and-learning-with-ttrpgs/][IMG]https://kicktraq.com/projects/grm/adventures-in-teaching-and-learning-with-ttrpgs//minichart.png[/IMG][/url]","$5,901.01",,"81,493.00",,
https://www.kickstarter.com/projects/jdhoare/secret-passages-1?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11209716#11209716,,https://kicktraq.com/projects/jdhoare/secret-passages-1/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Secret Passages #1,November 26 2024,Y,GBP,"8,470.00",1.25585,"10,637.05",Y,N,Y,"£8,470",217.00%,Ended,10637.05,1739812326899,October 27 2024,"Packed with interviews and illustrations, Secret Passages #1 is a new quarterly zine exploring the RPGs and wargames that raised us.",https://i.kickstarter.com/assets/046/670/594/fa73144d7c784e6028f6d3fb4e8b7219_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=LnG1dOOzfBEQzfIDsBkXSzg98vUuiHY79d8aCS4ciaw%3D,"[size=14][b][url=https://www.kickstarter.com/projects/jdhoare/secret-passages-1?ref=kicktraq]Secret Passages #1[/url][/b][/size][q]Packed with interviews and illustrations, Secret Passages #1 is a new quarterly zine exploring the RPGs and wargames that raised us.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/046/670/594/fa73144d7c784e6028f6d3fb4e8b7219_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=LnG1dOOzfBEQzfIDsBkXSzg98vUuiHY79d8aCS4ciaw%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-26-2024[url=https://kicktraq.com/projects/jdhoare/secret-passages-1/][IMG]https://kicktraq.com/projects/jdhoare/secret-passages-1//minichart.png[/IMG][/url]","$4,901.87",,"10,637.05",,
https://www.kickstarter.com/projects/guysclanders/the-practical-guide-to-becoming-a-great-player/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11235885#11235885,,https://kicktraq.com/projects/guysclanders/the-practical-guide-to-becoming-a-great-player/,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,The Practical Guide to Becoming a Great Player,December 4 2024,Y,GBP,"55,045.00",1.27042,"69,930.27",Y,N,Y,"£55,045",366.00%,Ended,69930.27,1739812326928,November 4 2024,A stunning guide to making the most of your TTRPG experience!,https://i.kickstarter.com/assets/047/119/640/e38fa1e12aa5a8c8c6abb19172490e12_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=lWqfIxiLzWNeVR5G2vaYrfe7OIo19JF5iI5mXl0rk9w%3D,[size=14][b][url=https://www.kickstarter.com/projects/guysclanders/the-practical-guide-to-becoming-a-great-player/?ref=kicktraq]The Practical Guide to Becoming a Great Player[/url][/b][/size][q]A stunning guide to making the most of your TTRPG experience![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/119/640/e38fa1e12aa5a8c8c6abb19172490e12_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=lWqfIxiLzWNeVR5G2vaYrfe7OIo19JF5iI5mXl0rk9w%3D[/inlineimg][/floatleft][b]Deadline:[/b]12-04-2024[url=https://kicktraq.com/projects/guysclanders/the-practical-guide-to-becoming-a-great-player/][IMG]https://kicktraq.com/projects/guysclanders/the-practical-guide-to-becoming-a-great-player//minichart.png[/IMG][/url],"$19,106.63",,"69,930.27",,
https://www.kickstarter.com/projects/miceoflegend/mice-of-legend-play-dandd-as-brave-heroic-mice/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11254890#11254890,,https://kicktraq.com/projects/miceoflegend/mice-of-legend-play-dandd-as-brave-heroic-mice/,non-5E,https://rpggeek.com/rpg/1297/old-school-reference-and-index-compilation-osric,,"Mice Of Legend: Tiny Heroes, Epic Quests",December 13 2024,Y,USD,"4,475.00",1,"4,475.00",Y,N,Y,"$4,475",447.00%,Ended,4475,1739812326956,November 11 2024,"A full-featured D&D Campaign Setting and Special Rules for Adventuring as Mice, compatible with OSRIC/AD&D, 5e, and OSR retroclones.",https://i.kickstarter.com/assets/047/079/648/711e3948d88cd333de5930b647b312d4_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=482f9aGDdGQPOGtALJKcsv9qj7f1yDX5Sx3g3QLLnb8%3D,"[size=14][b][url=https://www.kickstarter.com/projects/miceoflegend/mice-of-legend-play-dandd-as-brave-heroic-mice/?ref=kicktraq]Mice Of Legend: Tiny Heroes, Epic Quests[/url][/b][/size][q]A full-featured D&D Campaign Setting and Special Rules for Adventuring as Mice, compatible with OSRIC/AD&D, 5e, and OSR retroclones.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/079/648/711e3948d88cd333de5930b647b312d4_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=482f9aGDdGQPOGtALJKcsv9qj7f1yDX5Sx3g3QLLnb8%3D[/inlineimg][/floatleft][b]Deadline:[/b]12-13-2024[url=https://kicktraq.com/projects/miceoflegend/mice-of-legend-play-dandd-as-brave-heroic-mice/][IMG]https://kicktraq.com/projects/miceoflegend/mice-of-legend-play-dandd-as-brave-heroic-mice//minichart.png[/IMG][/url]","$1,001.12",,"4,475.00",1,
https://www.kickstarter.com/projects/johnnyrookgames/beneath-the-ghoul-lair/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10632132#10632132,,https://kicktraq.com/projects/johnnyrookgames/beneath-the-ghoul-lair/,non-5E,https://rpggeek.com/rpg/1297/old-school-reference-and-index-compilation-osric | https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Beneath the Ghoul Lair,April 26 2024,Y,USD,"5,254.00",1,"5,254.00",Y,N,Y,"$5,254",150.00%,Ended,5254,1739812326308,March 28 2024,"An expanded re-release of this popular D&D fantasy role-playing adventure game for OSRIC, 1e/2e AD&D, BECMI, and now for OSE!",https://ksr-ugc.imgix.net/assets/044/200/337/7cb9967c10b8f93a44f1b4290668101e_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709351117&auto=format&frame=1&q=92&s=27f7b5b65614f853c5ea370755afb606,"[size=14][b][url=https://www.kickstarter.com/projects/johnnyrookgames/beneath-the-ghoul-lair/?ref=kicktraq]Beneath the Ghoul Lair[/url][/b][/size][q]An expanded re-release of this popular D&D fantasy role-playing adventure game for OSRIC, 1e/2e AD&D, BECMI, and now for OSE![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/200/337/7cb9967c10b8f93a44f1b4290668101e_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709351117&auto=format&frame=1&q=92&s=27f7b5b65614f853c5ea370755afb606[/inlineimg][/floatleft][b]Deadline:[/b]04-26-2024[url=https://kicktraq.com/projects/johnnyrookgames/beneath-the-ghoul-lair/][IMG]https://kicktraq.com/projects/johnnyrookgames/beneath-the-ghoul-lair//minichart.png[/IMG][/url]","$3,502.67",,"5,254.00",1,
https://www.kickstarter.com/projects/johnnyrookgames/of-hunger-and-lies/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11204906#11204906,,https://kicktraq.com/projects/johnnyrookgames/of-hunger-and-lies/,non-5E,https://rpggeek.com/rpg/1297/old-school-reference-and-index-compilation-osric | https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Of Hunger and Lies - A Westgate Adventures! Game Story,November 22 2024,Y,USD,"4,241.00",1,"4,241.00",Y,N,Y,"$4,241",121.00%,Ended,4241,1739812326892,October 23 2024,"A revised and expanded re-release of this popular fantasy role-playing adventure game for OSRIC, 1e/2e AD&D, BECMI, and now for OSE!",https://i.kickstarter.com/assets/046/878/802/e00f1698364f89b56dcad3b58407c182_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=NcDlfLRwIak02bYrqEYlnmqkwz5zZ0R01eYmT4fQTIM%3D,"[size=14][b][url=https://www.kickstarter.com/projects/johnnyrookgames/of-hunger-and-lies/?ref=kicktraq]Of Hunger and Lies - A Westgate Adventures! Game Story[/url][/b][/size][q]A revised and expanded re-release of this popular fantasy role-playing adventure game for OSRIC, 1e/2e AD&D, BECMI, and now for OSE![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/046/878/802/e00f1698364f89b56dcad3b58407c182_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=NcDlfLRwIak02bYrqEYlnmqkwz5zZ0R01eYmT4fQTIM%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-22-2024[url=https://kicktraq.com/projects/johnnyrookgames/of-hunger-and-lies/][IMG]https://kicktraq.com/projects/johnnyrookgames/of-hunger-and-lies//minichart.png[/IMG][/url]","$3,504.96",,"4,241.00",1,
https://www.kickstarter.com/projects/marktaormino/warriors-wastelands-1-mutants-in-the-moonlite-bowl-a-rama/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10718777#10718777,,https://kicktraq.com/projects/marktaormino/warriors-wastelands-1-mutants-in-the-moonlite-bowl-a-rama/,5E,https://rpggeek.com/rpg/13236/ad-and-d-first-edition-1e-compatible-products,,Warriors Wastelands #1: Mutants in the Moonlite Bowl-A-Rama,May 23 2024,Y,USD,"2,848.00",1,"2,848.00",Y,N,Y,"$2,848",569.00%,Ended,2848,1739812326381,April 30 2024,A SOFTCOVER + PDF! Fantasy / Post-Apocalyptic Adventure for Levels 1-3 AD&D 1E / 5E or any OSR RPGS - READY TO PRINT AND SHIP!,https://i.kickstarter.com/assets/044/639/948/32207854d771d171eb88f469521cb9a2_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=ACSQvMIzCiapG5kH4FZ7anSEFttJOid7troP7hkEHmU%3D,[size=14][b][url=https://www.kickstarter.com/projects/marktaormino/warriors-wastelands-1-mutants-in-the-moonlite-bowl-a-rama/?ref=kicktraq]Warriors Wastelands #1: Mutants in the Moonlite Bowl-A-Rama[/url][/b][/size][q]A SOFTCOVER + PDF! Fantasy / Post-Apocalyptic Adventure for Levels 1-3 AD&D 1E / 5E or any OSR RPGS - READY TO PRINT AND SHIP![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/639/948/32207854d771d171eb88f469521cb9a2_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=ACSQvMIzCiapG5kH4FZ7anSEFttJOid7troP7hkEHmU%3D[/inlineimg][/floatleft][b]Deadline:[/b]05-23-2024[url=https://kicktraq.com/projects/marktaormino/warriors-wastelands-1-mutants-in-the-moonlite-bowl-a-rama/][IMG]https://kicktraq.com/projects/marktaormino/warriors-wastelands-1-mutants-in-the-moonlite-bowl-a-rama//minichart.png[/IMG][/url],$500.53,,"2,848.00",1,
https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-2x2-one-shots-for-dnd-5e-and-osr/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10781749#10781749,,https://kicktraq.com/projects/laidbackdm/shotglass-adventures-2x2-one-shots-for-dnd-5e-and-osr/,5E,https://rpggeek.com/rpg/13236/ad-and-d-first-edition-1e-compatible-products,,SHOTGLASS ADVENTURES: 2x2 ONE-SHOTS for DnD 5e & OSR!,June 5 2024,Y,AUD,"2,600.00",0.665515,"1,730.34",Y,N,Y,"$2,600 AUD",520.00%,Ended,1730.34,1739812326417,May 21 2024,"2 Shotglass Adventure PDF Oneshots for 4 Bucks (AU)! DnD 5e & OSR adventure, Gridded & Ungridded Maps, 5e/1e Monsters & Magic Items!",https://i.kickstarter.com/assets/044/948/227/bdc65ac1efb517e8852acf2d106ba609_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=bOmbfOWCXQBTWRVZ259J5wko1OZxh%2Bpm%2BAxWqAAV5dE%3D,"[size=14][b][url=https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-2x2-one-shots-for-dnd-5e-and-osr/?ref=kicktraq]SHOTGLASS ADVENTURES: 2x2 ONE-SHOTS for DnD 5e & OSR![/url][/b][/size][q]2 Shotglass Adventure PDF Oneshots for 4 Bucks (AU)! DnD 5e & OSR adventure, Gridded & Ungridded Maps, 5e/1e Monsters & Magic Items![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/948/227/bdc65ac1efb517e8852acf2d106ba609_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=bOmbfOWCXQBTWRVZ259J5wko1OZxh%2Bpm%2BAxWqAAV5dE%3D[/inlineimg][/floatleft][b]Deadline:[/b]06-05-2024[url=https://kicktraq.com/projects/laidbackdm/shotglass-adventures-2x2-one-shots-for-dnd-5e-and-osr/][IMG]https://kicktraq.com/projects/laidbackdm/shotglass-adventures-2x2-one-shots-for-dnd-5e-and-osr//minichart.png[/IMG][/url]",$332.76,,"1,730.34",1,
https://www.kickstarter.com/projects/marktaormino/battle-arena-of-mr-millennium-and-cult-of-kluckee-the-chicken/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10812412#10812412,,https://kicktraq.com/projects/marktaormino/battle-arena-of-mr-millennium-and-cult-of-kluckee-the-chicken/,5E,https://rpggeek.com/rpg/13236/ad-and-d-first-edition-1e-compatible-products,,Battle Arena of Mr. Millennium & Cult of Kluckee the Chicken,June 14 2024,Y,USD,"2,723.00",1,"2,723.00",Y,N,Y,"$2,723",544.00%,Ended,2723,1739812326455,June 4 2024,TWO SOFTCOVER + PDF! Fantasy / Post-Apocalyptic Adventure for Levels 1-3 AD&D 1E / 5E or any OSR RPGS!,https://i.kickstarter.com/assets/045/184/526/3a7799c810d223e8535dd1292428e9ef_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=z6nvqVbKR%2FNQQMqQnRYVHFQCPD43DuIkRv1a6EYRgJc%3D,[size=14][b][url=https://www.kickstarter.com/projects/marktaormino/battle-arena-of-mr-millennium-and-cult-of-kluckee-the-chicken/?ref=kicktraq]Battle Arena of Mr. Millennium & Cult of Kluckee the Chicken[/url][/b][/size][q]TWO SOFTCOVER + PDF! Fantasy / Post-Apocalyptic Adventure for Levels 1-3 AD&D 1E / 5E or any OSR RPGS![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/184/526/3a7799c810d223e8535dd1292428e9ef_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=z6nvqVbKR%2FNQQMqQnRYVHFQCPD43DuIkRv1a6EYRgJc%3D[/inlineimg][/floatleft][b]Deadline:[/b]06-14-2024[url=https://kicktraq.com/projects/marktaormino/battle-arena-of-mr-millennium-and-cult-of-kluckee-the-chicken/][IMG]https://kicktraq.com/projects/marktaormino/battle-arena-of-mr-millennium-and-cult-of-kluckee-the-chicken//minichart.png[/IMG][/url],$500.55,,"2,723.00",1,
